,num_people,generic_name,event_type,event_location,manufacturer,source,specialty,adverse_event_flag,date_manufacturer_received,date_of_event,date_received,date_report,class,regulation_number
169,1,PREMOUNTED BALLOON EXPANDABLE STENT SYSTEM,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20021209,20021205,20030102,20021209,3,
170,1,LV LEAD,Malfunction,,BIOTRONIK SE & CO KG,Manufacturer report,Unknown,Y,20140721,20140401,20140418,20140408,3,
171,1,"CONSOLE, HEART-LUNG MACHINE, CARDIOPULMONARY BYPASS",No answer provided,I,SORIN GROUP DEUTSCHLAND,Manufacturer report,Cardiovascular,N,20151113,20151113,20160104,20151113,2,870.4370
172,1,INSULIN PUMP,Injury,HOME,DELTEC,Manufacturer report,General Hospital,Y,20070124,20070124,20070221,NA,2,880.5725
173,1,POWERED WHEELED STRETCHER,Malfunction,,STRYKER,Manufacturer report,Physical Medicine,N,20120628,20120628,20120727,20120628,2,890.3690
174,1,IMPLANTABLE LEAD,Injury,,CPI - DEL CARIBE,Manufacturer report,Cardiovascular,Y,20150205,20141124,20150219,20150205,3,870.3680
175,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORP.,Manufacturer report,General Hospital,N,20110321,NA,20110418,20110321,2,880.5725
176,1,CENTRAL VENOUS CATHETER,Injury,HOSPITAL,"COOK, INCORPORATION",Manufacturer report,Cardiovascular,Y,20050629,20050522,20050729,20050629,2,870.1250
177,1,DIFIBRILLATOR,Malfunction,,BIOTRONIK GMBH & CO.,Manufacturer report,Unknown,N,NA,20010615,20010828,20010815,3,
178,1,BLOOD GLUCOSE MONITORING DEVICE,Injury,NOT APPLICABLE,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,Y,20050711,20050708,20050728,20050711,2,862.1345
179,1,"COUNTER, DIFFERENTIAL CELL",Malfunction,,BECKMAN COULTER,Manufacturer report,Hematology,N,20120328,20120328,20120420,20120328,2,864.5220
180,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140609,20140501,20140625,20140609,2,880.5725
181,1,3 FR PICC,Injury,NOT APPLICABLE,HDC CORP.,Manufacturer report,Cardiovascular,N,19970507,19970505,19970514,19970512,2,870.1200
182,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20141231,20141201,20150122,20141231,2,880.5725
183,1,SPINAL CORD STIMULATION LEAD,Injury,HOSPITAL,ST JUDE MED - NEUROMODULATION,Manufacturer report,Unknown,Y,20111004,20111004,20111102,20111004,3,
184,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20130711,NA,20130719,20130711,2,862.1345
185,1,ASR TOTAL HIP REPLACEMENT,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20130425,20120325,20130508,20130425,2,888.3400
186,1,HOSPITAL WHEELED STRETCHER,Malfunction,,STRYKER,Manufacturer report,General Hospital,N,20110922,20110922,20111020,20110922,2,880.6910
187,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20140131,NA,20140211,20140131,2,862.1345
188,1,HIP PROSTHESIS,Injury,,ZIMMER,Manufacturer report,Orthopedic,Y,20101109,20081223,20101207,20101109,2,888.3350
189,1,PERITONEAL DIALYSIS CYCLER,Malfunction,,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",N,20021114,20021114,20021211,20021114,2,876.5630
190,1,"MESH, SURGICAL, POLYMERIC",Injury,,BOSTON SCIENTIFIC,Manufacturer report,"General, Plastic Surgery",Y,20121012,NA,20121101,20121012,2,878.3300
191,1,PHACOFRAGMENTATION UNIT,Injury,HOSPITAL,"SITE-MICROSURGICAL SYSTEMS, INC.",User Facility report,Ophthalmic,Y,NA,19920506,19920529,19920513,2,886.4670
192,1,COCHLEAR IMPLANT,Injury,,ADVANCED BIONICS CORPORATION,Manufacturer report,Unknown,Y,20090317,20090317,20090320,20090317,3,
193,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Injury,OTHER,MEDTRONIC,Manufacturer report,Unknown,Y,20130325,20080501,20080606,20080508,3,
194,1,LANCET DEVICE - FMK,Malfunction,HOME,ROCHE DIAGNOSTICS,Manufacturer report,"General, Plastic Surgery",N,20070104,20070104,20070124,20070124,1,878.4800
195,1,LINEAR CUTTER,Injury,NOT APPLICABLE,ETHICON,Manufacturer report,"General, Plastic Surgery",Y,20000920,20000920,20001011,20000920,1,878.4800
196,1,WEARABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,ZOLL,Manufacturer report,Unknown,N,20130121,20130121,20130215,20130213,3,
197,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC,Manufacturer report,Unknown,N,20150831,20150628,20150919,20150821,3,
198,1,"MESH, SURGICAL, POLYMERIC",Injury,,BOSTON SCIENTIFIC,Manufacturer report,"General, Plastic Surgery",Y,20130828,NA,20130909,20130828,2,878.3300
199,1,"MDS, PRODUCT CODEMDS",Malfunction,I,DEXCOM INC,Manufacturer report,Unknown,N,20150801,20150801,20150819,20150801,3,
200,1,WEARABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,ZOLL,Manufacturer report,Unknown,N,20121207,20121127,20121214,20121212,3,
201,1,INFUSION PUMP,Malfunction,NO INFORMATION,BAXTER,Manufacturer report,General Hospital,N,20030311,20030301,20030312,20030311,2,880.5725
202,1,HIP FEMORAL STEM/SLEEVE,Injury,,9616671 DEPUY (IRELAND),Manufacturer report,Orthopedic,Y,20141218,NA,20150108,20141218,2,888.3350
203,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20120703,NA,20120711,20120703,2,862.1345
204,1,INJECTABLE DERMAL FILLER,Other,,Q-MED AB,Manufacturer report,Unknown,Y,20070904,20070601,20070911,20070904,3,
205,1,INTERBODY DEVICE,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,Orthopedic,Y,20100223,NA,20100325,20100223,2,888.3080
206,1,PICTURE ARCHIVING AND COMMUNICATION,Malfunction,,AGFA HEALTHCARE CORP,Manufacturer report,Radiology,N,20141022,20141022,20141118,20141114,2,892.2050
207,1,ORTHOPEDIC IMPLANT (WRIST),Injury,,"KINETIKOS MEDICAL, INC.",Manufacturer report,Orthopedic,N,NA,20020508,20020513,20020510,2,888.3030
208,1,MDS,Malfunction,I,DEXCOM INC,Manufacturer report,Unknown,N,20151013,20151013,20151109,20151013,3,
209,1,"CATHETER, CONTINUOUS FLUSH",Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Cardiovascular,N,20121018,20120924,20121024,20121018,2,870.1210
210,1,BLOOD GLUCOSE MONITORING SYSTEM,Injury,,,Manufacturer report,Clinical Chemistry,Y,20120313,20120121,20120216,20120402,2,862.1345
211,1,INFUSION PUMP,Injury,HOSPITAL,ALARIS,User Facility report,General Hospital,Y,NA,19990320,19990331,19990323,2,880.5725
212,1,A/C POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,HILL-ROM INC,Manufacturer report,General Hospital,N,20141120,20141120,20141216,20141120,2,880.5100
213,1,"DRILL, SURGICAL, ENT INCLUDING HAND PIECE",Malfunction,,STRYKER,Manufacturer report,"Ear, Nose, Throat",N,20070604,20070604,20090612,20070604,2,874.4250
214,1,MDS,Malfunction,I,DEXCOM INC,Manufacturer report,Unknown,N,20151118,20150929,20151022,20150929,3,
215,1,"TRANSDUCER, PRESSURE, CATHETER TIP",Malfunction,,EDWARDS LIFESCIENCES,Manufacturer report,Cardiovascular,N,20150515,20150418,20150609,20150515,2,870.2870
216,1,HIP FEMORAL STEM/SLEEVE,Injury,,9616671 DEPUY (IRELAND),Manufacturer report,Orthopedic,Y,20140701,20140410,20141119,20141023,2,888.3350
217,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20130425,NA,20130521,20130425,2,868.5440
218,1,,Malfunction,,BECKMAN COULTER,Manufacturer report,Clinical Chemistry,N,20081120,20081120,20110826,20081120,1,862.2160
219,1,IMPLANTABLE PULSE GENERATOR,Malfunction,HOSPITAL,CARDIAC PACEMAKERS,Manufacturer report,Cardiovascular,N,20031009,20030909,20040209,20031009,3,870.3610
220,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,LIFESCAN INC.,Manufacturer report,Clinical Chemistry,N,20120731,NA,20120806,20120731,2,862.1345
221,1,NEXGEN STRAIGHT STEM,Malfunction,HOSPITAL,ZIMMER,Manufacturer report,Orthopedic,N,19990610,19990524,19990623,19990607,2,888.3560
222,1,A/C POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,HILL-ROM RITTER,Manufacturer report,General Hospital,N,20071008,20071008,20100112,20071008,2,880.5100
223,1,,Malfunction,,TERUMO CARDIOVASCULAR SYSTEM CORP.,Manufacturer report,Cardiovascular,N,20130424,20130424,20130515,20130424,2,870.4220
224,1,STERRAD EQUIPMENT (MLR),Malfunction,,ADVANCED STERILIZATION PRODUCTS,Manufacturer report,General Hospital,N,20080501,20080501,20080528,20080501,2,880.6860
225,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140904,20140904,20140926,20140904,2,880.5725
226,1,"CATHETER, ULTRASOUND, INTRAVASCULAR",Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Cardiovascular,N,20150113,NA,20150209,20150113,2,870.1200
227,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,,GUIDANT,Manufacturer report,Unknown,Y,20140414,20140401,20140702,20140414,3,
228,1,INSTRUMENT,Malfunction,,STRYKER,Manufacturer report,Orthopedic,N,20130725,20130724,20130821,20130725,1,888.4540
229,1,"PROSTHESIS, HIP",Injury,,BIOMET ORTHOPEDICS,Manufacturer report,Orthopedic,Y,20140505,NA,20140313,20140505,3,888.3330
230,1,"STENT, ILIAC",Injury,I,ATRIUM MEDICAL CORPORATION,Manufacturer report,Unknown,Y,20150908,NA,20150930,20150908,3,
231,1,ELECTRIC MOIST HEAT PACK,Malfunction,,HEMI,Manufacturer report,Physical Medicine,N,20131204,20131203,20131220,20131219,2,890.5740
232,1,"PROSTHESIS, HIP",Injury,,BIOMET ORTHOPEDICS,Manufacturer report,Orthopedic,Y,20140715,20071002,20140513,20140715,2,888.3353
233,1,DENTURE ADHESIVE CREAM,Other,,GLAXOSMITHKLINE,Manufacturer report,Dental,Y,20090112,NA,20090114,20090114,1,872.3410
234,1,5MM ENDOSCOPIC HOOK,Malfunction,HOSPITAL,ETHICON,Voluntary report,"General, Plastic Surgery",N,NA,20000621,20001204,20001130,2,878.4400
235,1,DEFIBRILLATOR/PACEMAKER,Malfunction,,ZOLL,Manufacturer report,Cardiovascular,N,20120611,NA,20120627,20120611,3,870.5310
236,1,FZP,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,"General, Plastic Surgery",N,20060918,20060918,20061011,20060918,2,878.4300
237,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140822,20140820,20140919,20140822,3,
238,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150819,NA,20150904,20150819,2,880.5725
239,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20131031,NA,20131112,20131031,2,880.5725
240,1,ACETABULAR CUP,Injury,,"DEPUY  INTERNATIONAL , LTD.",Manufacturer report,Orthopedic,Y,20130422,20130422,20130507,20130422,3,888.3330
241,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,,Manufacturer report,Clinical Chemistry,N,20110217,20110217,20110304,20110304,2,862.1345
242,1,HANDPIECE,Malfunction,NOT APPLICABLE,ETHICON,Manufacturer report,Unknown,N,20051022,NA,20051024,20050714,U,
243,1,,Death,,FRESENIUS,Manufacturer report,"Gastroenterology, Urology",Y,20140804,20100406,20140821,20140804,2,876.5820
244,1,PEAK,Injury,HOSPITAL,BLACKSTONE MEDICAL,User Facility report,Orthopedic,N,NA,20080131,20080506,20080201,1,888.4540
245,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20120608,NA,20120705,20120608,3,870.5310
246,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150324,NA,20150403,20150324,2,880.5725
247,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC,Manufacturer report,Unknown,N,20151123,20151123,20151210,20151123,3,
248,1,CORONARY DRUG-ELUTING STENT,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Unknown,N,20130619,20130401,20130429,20130401,3,
249,1,BREAK-OFF NUT,Malfunction,,WARSAW ORTHOPEDIC INC.,Manufacturer report,Orthopedic,N,20070830,20070827,20070924,20070830,2,888.3040
250,1,"PUMP, INFUSION",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20110222,20100429,20100921,20100901,2,880.5725
251,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS,Manufacturer report,Radiology,N,20110517,20110517,20110602,20110602,2,892.1650
252,1,KNEE JOINT,Injury,,DEPUY SYNTHES,Voluntary report,Orthopedic,Y,NA,20131008,20131011,20131010,2,888.3560
253,1,"PUMP, INFUSION, IMPLANTED, PROGRAMMABLE",Injury,,MDT PUERTO RICO OPERATIONS CO,Manufacturer report,Unknown,Y,20140919,NA,20140805,20140714,3,
254,1,VASCULAR ACCESS CATHETER,Injury,HOSPITAL,3600-C.R. BARD ACCESS SYSTEMS PRODUCTS,User Facility report,General Hospital,N,NA,19940711,19950215,19940721,2,880.5965
255,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,SCHOOL,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20120703,20120703,20120710,20120710,2,862.1345
256,1,HEMATOLOGY ANALYZER,Malfunction,,BECKMAN COULTER,Manufacturer report,Hematology,N,20100722,20100717,20100817,20100817,2,864.5220
257,1,BLOOD GLUCOSE MONITORING TEST STRIPS - LFR,Malfunction,OTHER,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20070810,20070720,20070823,20070823,2,862.1345
258,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Injury,,GUIDANT,Manufacturer report,Unknown,Y,20101220,20101216,20110118,20101220,3,
259,1,ESOPHAGEAL STENT,Injury,HOSPITAL,MEDTRONIC,Manufacturer report,"General, Plastic Surgery",Y,NA,19970820,19970919,19970919,2,878.3610
260,1,ICD,Injury,,BIOTRONIK GMBH & CO.,Manufacturer report,Unknown,Y,20080205,20071231,20080229,20080205,3,
261,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,,ST. JUDE MEDICAL INC. CRMD,Manufacturer report,Unknown,N,20141104,NA,20141229,NA,3,
262,1,890.3860,Malfunction,,INVACARE SUZHOU,Manufacturer report,Physical Medicine,N,20131203,NA,20131211,20131203,2,890.3860
263,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,HOME,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20120815,20120815,20120816,20121003,2,862.1345
264,1,"TOOTHBRUSH, MANUAL",Malfunction,OTHER,SKILLMAN CONTRACT,Manufacturer report,Dental,N,20120607,NA,20120624,20120607,1,872.6855
265,1,"DRILLS, BURRS, TREPHINES & ACCESSORIES (SIMPLE, POWERED)",Malfunction,,MEDTRONIC,Manufacturer report,Neurology,N,20141029,20140926,20141024,20140930,2,882.4310
266,1,SELF-EXPANDING STENT AND DELIVERY SYSTEM,Malfunction,,AV-TEMECULA-CT,Manufacturer report,"Gastroenterology, Urology",N,20111107,20111106,20111130,20111107,2,876.5010
267,1,,Malfunction,,BECKMAN COULTER,Manufacturer report,Clinical Chemistry,N,20090204,20090130,20111212,20090204,1,862.2160
268,1,CORTOSS,Injury,,STRYKER,Manufacturer report,Orthopedic,Y,20141110,20141107,20150330,20141110,2,888.3027
269,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20130103,NA,20130114,20130103,2,880.5725
270,1,INFUSION PUMP,Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140313,20140301,20140407,20140313,2,880.5725
271,1,CES MICROCATHETERS (KRA),Malfunction,,"CORDIS NEUROVASCULAR, INC.",Manufacturer report,Cardiovascular,N,20100706,20100331,20100427,20100402,2,870.1210
272,1,RESPIRATORY VENTILATOR,Malfunction,HOSPITAL,SIEMENS-ELEMA AB LIFE SUPPORT SYSTEMS DIV,Manufacturer report,Anesthesiology,N,20020529,20020528,20020628,20020628,2,868.5895
273,1,DIALYSIS CATHETER,Malfunction,HOSPITAL,COVIDIEN,Manufacturer report,"Gastroenterology, Urology",N,20120328,20120309,20120426,20120328,2,876.5540
274,1,,Injury,OTHER,ROCHE INSULIN DELIVERY SYSTEMS INC.,Manufacturer report,General Hospital,Y,20111114,20111106,20111123,20111114,2,880.5725
275,1,,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140829,20140829,20140927,20140829,3,
276,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20140528,NA,20140626,20140528,2,868.5440
277,1,CLAMP,Injury,,SYNTHES - MONUMENT,Manufacturer report,"General, Plastic Surgery",Y,20150713,20140915,20141010,20140915,1,878.4800
278,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,U,ROCHE DIAGNOSTICS,Manufacturer report,Clinical Chemistry,N,20100602,20100529,20100609,20100621,2,862.1345
279,1,A/C POWERED ADJUSTABLE HOSPITAL BED,No answer provided,HOME,HILL-ROM DE MEXICO S DE RL DE CV,Manufacturer report,General Hospital,N,20111114,20111114,20111213,20111114,2,880.5100
280,1,INTRAOCULAR LENS,Injury,,BAUSCH & LOMB,Manufacturer report,Ophthalmic,Y,20120904,20120829,20121001,20120904,3,886.3600
281,1,BD TEST STRIPS,Other,NO INFORMATION,BECTON DICKINSON,Manufacturer report,Clinical Chemistry,N,20040822,20040822,20040920,20040918,2,862.1345
282,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS,Manufacturer report,Cardiovascular,N,20120905,NA,20120920,20120905,2,870.1025
283,1,DENTAL DRILL PRODUCT,Injury,OUTPATIENT TREATMENT FACILITY,CALCITEK,Manufacturer report,Dental,Y,19961217,19961216,19970115,19961217,1,872.4130
284,1,*,No answer provided,OTHER,"BIOSTAR, INC.",Voluntary report,Clinical Chemistry,N,NA,NA,20000620,NA,2,862.1155
285,1,FGE,Injury,,MEDTRONIC,Manufacturer report,"Gastroenterology, Urology",Y,20070105,20070105,20070202,20070105,2,876.5010
286,1,LXB,Injury,,COCHLEAR BONE ANCHORED SOLUTIONS,Manufacturer report,"Ear, Nose, Throat",Y,20100219,20100219,20100319,20100219,2,874.3300
287,1,IMPLANTABLE PULSE GENERATOR,Malfunction,HOSPITAL,MEDTRONIC,Manufacturer report,Unknown,N,20100722,20100509,20101009,NA,3,
288,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS,Manufacturer report,Anesthesiology,N,20140903,NA,20140923,20140903,2,868.5440
289,1,"CATHETERS, TRANSLUMINAL CORONARY ANGIOPLASTY, PERCUTANEOUS",Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,Cardiovascular,N,20130422,20130422,20130521,20130422,2,870.5100
290,1,890.3860,Malfunction,,INVAMEX,Manufacturer report,Physical Medicine,N,20130426,NA,20130522,20130426,2,890.3860
291,1,,Malfunction,,BOSTON SCIENTIFIC,Manufacturer report,"Gastroenterology, Urology",N,20080703,20080630,20080801,20080703,2,876.4300
292,1,"ELECTROSURGICAL, DISSECTING FORCEPS",Malfunction,HOSPITAL,GYRUS ACMI,User Facility report,"General, Plastic Surgery",N,NA,20130307,20130320,20130319,2,878.4400
293,1,,Malfunction,,SYNTHES GMBH,Manufacturer report,Orthopedic,N,20111202,NA,20130624,20111202,2,888.3030
294,1,CORONARY STENT SYSTEM,Malfunction,,AV-TEMECULA-CT,Manufacturer report,Unknown,N,20120924,20120821,20120914,20120821,3,
295,1,PHACOFRAGMENTATION UNIT,Malfunction,I,ABBOTT MEDICAL OPTICS,Manufacturer report,Ophthalmic,N,20160105,20160105,20160126,20160126,2,886.4670
296,1,DRUG ELUTING PERMANENT LEFT VENTRICULAR (LV) PACEMAKER ELECTRODE,Malfunction,,MPRI,Manufacturer report,Unknown,N,20150326,20150203,20150410,20150203,3,
297,1,INFRARENAL BIFURCATED STENT GRAFT,Injury,,"ENDOLOGIX, INC.",Manufacturer report,Unknown,Y,20150203,NA,20141223,20141202,3,
298,1,"STRETCHER, WHEELED, POWERED",Malfunction,,STRYKER,Manufacturer report,Physical Medicine,N,20110122,20110122,20110407,20110122,2,890.3690
299,1,PATIENT LIFT,Other,,ARJO MED AB LTD,Manufacturer report,General Hospital,Y,20000120,20000120,20000720,20000719,1,880.5510
300,1,"MAXIMUM 5F, 12 CM",Injury,,"ST. JUDE MEDICAL, DAIG DIVISION, INC.",Manufacturer report,Cardiovascular,Y,20021106,20021029,20021204,20021204,2,870.1340
301,1,OZO,Malfunction,I,MEDTRONIC,Manufacturer report,Unknown,N,20150929,20150929,20151015,20150929,3,
302,1,80FRN,Malfunction,,COSTA RICA,Manufacturer report,General Hospital,N,20130820,20130101,20130916,20130820,2,880.5725
303,1,890.3850,No answer provided,,JUMAO MEDICAL EQUIPMENT,Manufacturer report,Physical Medicine,N,NA,NA,20131112,20131030,1,890.3850
304,1,OVER-THE-WIRE CORONARY STENT SYSTEM,Injury,,MEDTRONIC,Manufacturer report,Unknown,Y,20000220,20000218,20000316,20000220,3,
305,1,CENTRAL MONITORING STATION,Malfunction,,"MINDRAY DS USA, INC",Manufacturer report,Cardiovascular,N,NA,20130220,20130430,20130430,2,870.1025
306,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,,BAXTER,Manufacturer report,General Hospital,N,20140128,20131128,20131227,20131203,2,880.5440
307,1,INTRA-ARTICULAR HYALURONIC ACID,Injury,,GENZYME BIOSURGERY (RIDGEFIELD),Manufacturer report,Unknown,Y,20110621,20110601,20110624,20110621,3,
308,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140711,20140626,20141119,20141023,3,
309,1,CIRCULATORY ASSIST SYSTEM,Malfunction,I,HEARTWARE,Manufacturer report,Unknown,N,20151218,20151218,20160111,20151218,3,
310,1,INSULIN INFUSION PUMP,Malfunction,I,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20150811,NA,20150829,20150811,2,880.5725
311,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION,Manufacturer report,General Hospital,N,20140415,NA,20140429,20140415,2,880.5725
312,1,SURGICAL MESH,Injury,,MAST BIOSURGERY,Manufacturer report,"General, Plastic Surgery",Y,20050822,20050720,20051013,20050822,2,878.3300
313,1,MULTI-GAS UNIT,Malfunction,,,Manufacturer report,Anesthesiology,N,20150309,NA,20150330,NA,2,868.1400
314,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC,Manufacturer report,Unknown,N,20140805,20140805,20140904,20140805,3,
315,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20130108,NA,20130201,20130108,2,862.1345
316,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",Manufacturer report,Clinical Chemistry,N,20110504,NA,20120317,20110504,2,862.1345
317,1,"PROSTHESIS, HIP",Injury,,BIOMET ORTHOPEDICS,Manufacturer report,Orthopedic,Y,20140926,20140815,20141002,20140926,2,888.3353
318,1,,Malfunction,,STRYKER,Manufacturer report,Unknown,N,20120905,20120905,20121002,20120905,U,
319,1,CRITICAL CARE PSI PRODUCTS,Malfunction,,ARROW INTERNATIONAL,Manufacturer report,Cardiovascular,N,20121108,20121108,20121119,20121119,2,870.1340
320,1,CAMINO PRESSURE MONITORING CATHETER KITS,Malfunction,,INTEGRA NEUROCARE LLC,Manufacturer report,Neurology,N,20020926,20020801,20021024,20021024,2,882.1620
321,1,"WHEELCHAIR, MECHANICAL",Malfunction,,SUNRISE MEDICAL MPD,Manufacturer report,Physical Medicine,N,19981009,19981009,19981013,19981012,1,890.3850
322,1,HPP,Injury,OTHER,AMERICAN MEDICAL SYSTEMS,Manufacturer report,"Gastroenterology, Urology",Y,19970715,19970710,19970814,19970814,3,876.3350
